phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
newly appointed officials,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
cell differentiation,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
cell development,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
rinsed water,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
riot control gears,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
ordained minister,10.0,7.0,1.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
riot control,8.0,1.0,5.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
integrated control,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
newly appointed judges,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
integrated concept,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
newly appointed leadership,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
cell injury,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
tmpt,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
orchestrated scheme,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immunisation efforts,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
integrated data management system,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
immigration records,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immigration process,7.0,0.0,6.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
title comrade,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cell types,0.0,24.0,1.0,0.0,0.0002,0.0,0.0001,research_speech,False,True,False,False
title contention,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency exit procedures,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order picking process,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
ripening process,2.0,25.0,0.0,0.0,0.0002,0.0,0.0001,news_research,True,False,False,False
response surface,0.0,16.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency exits,9.0,6.0,2.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
uh verification,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency facilities,1.0,20.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
title charge,13.0,0.0,6.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
immigration office,3.0,0.0,12.0,0.0,0.0,0.0002,0.0001,news_speech,False,False,True,False
response side solution,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
uh violation,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cell wall synthesis,0.0,14.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emergency emergency,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,True,False,False
newly acquired knowledge,6.0,6.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
title belt,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,False,True
equity laws,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
immigration policy,15.0,1.0,4.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
emergency evacuation,11.0,3.0,6.0,0.0001,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
immigration services,9.0,0.0,6.0,0.0001,0.0,0.0001,0.0001,news_speech,False,False,True,False
cell surface,1.0,24.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,True,False,False
integrated design,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
response surface plot,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
title sponsors,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
imminent launch,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
uh vehicle,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
response surface plots,0.0,13.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order entry,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
newly announced producer price,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
order cycles,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order cycle,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order costs,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order condition,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
response surface method,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order model,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
newly admitted students,33.0,1.0,4.0,0.0003,0.0,0.0001,0.0001,news_research_speech,False,False,True,False
immigration systems,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
immigration training school,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cell site projects,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
order kinetic model,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
immigration violations,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
imminent arrival,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
cease-fire,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency use authorization,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
uh the the lecturers,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh the the leadership,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh the the issue,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly infected females,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
bottle caps,0.0,16.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
opport opportunities,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emergency w,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly infected males,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
uh the the guys,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
right thanks,1.0,0.0,13.0,0.0,0.0,0.0002,0.0001,news_speech,False,False,False,True
opport opportunity,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly inducted engineers,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
cattle headers,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,True,False,False,False
emergency type,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
implementation plans,10.0,13.0,6.0,0.0001,0.0001,0.0001,0.0001,news_research_speech,False,False,True,False
cattle fish,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,True,False,False,False
insurance costs,7.0,6.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
cattle feed,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
cattle farmers,2.0,31.0,0.0,0.0,0.0003,0.0,0.0001,news_research,True,False,False,False
cattle breeds,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
botling plant,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,True,False,False,False
tonight government,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
insurance concepts,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
implementation proposal,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
cattle buyers,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
uh the stations,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
newly introduced levy,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
catholytes,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,False,True
insurance brokers,17.0,13.0,10.0,0.0001,0.0001,0.0002,0.0001,news_research_speech,False,False,True,False
opment,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,False,True
rest rooms,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
uh the state,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insurance benefits,9.0,6.0,2.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
uh the speaker,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insurance awareness,21.0,2.0,10.0,0.0002,0.0,0.0002,0.0001,news_research_speech,False,False,True,False
newly introduced taxes,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
catholic,6.0,6.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,False,True
implemented forestry policy,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
bottling plant,12.0,2.0,11.0,0.0001,0.0,0.0002,0.0001,news_research_speech,True,False,False,False
cating,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cation process,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
tooku,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insurance claim,5.0,21.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,False,True,False
bottle water companies,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
took everything,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insurance businesses,5.0,17.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,False,True,False
cation exchange membrane,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency workers,39.0,0.0,1.0,0.0003,0.0,0.0,0.0001,news_speech,False,True,True,False
bottled-water processing company,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
cation exchange,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
reliability results,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
cattle herder,7.0,9.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,True,False,False,False
opportunity opportunity,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
emergency stop,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency summit,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
insurance guarantees,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
ton constituency,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
insurance guarantee,19.0,0.0,2.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,True,False
newly graduated students,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
insurance group,33.0,0.0,2.0,0.0003,0.0,0.0,0.0001,news_speech,False,False,True,False
enhanced capacity,14.0,11.0,1.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
insurance fraud,9.0,6.0,3.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
implementation efforts,12.0,6.0,1.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
cattle urine,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
caucus leaders,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
required temperature,2.0,24.0,0.0,0.0,0.0002,0.0,0.0001,news_research,False,False,True,False
insurance industry players,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
causal association,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
caught fire,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
insurance industries,6.0,10.0,0.0,0.0001,0.0001,0.0,0.0001,news_research,False,False,True,False
bosum constituency,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
insurance inclusivity,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency stock movements,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,True,False
tomorrow time,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
caucus members,20.0,0.0,3.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,True,False
emergency supplies,13.0,0.0,4.0,0.0001,0.0,0.0001,0.0001,news_speech,False,True,True,False
cattle market,3.0,14.0,6.0,0.0,0.0001,0.0001,0.0001,news_research_speech,True,False,False,False
insurance enterprises,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
cattle manure application,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
botched attempt,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emergency transport systems,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,True,True,False
newly inaugurated board,31.0,0.0,3.0,0.0003,0.0,0.0,0.0001,news_speech,False,False,True,False
opportunists,30.0,7.0,1.0,0.0003,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
reliability coefficients,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
cattle hides,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
newly imported train,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
insurance density,3.0,29.0,0.0,0.0,0.0003,0.0,0.0001,news_research,False,False,True,False
emergency treatment,39.0,7.0,3.0,0.0003,0.0001,0.0,0.0001,news_research_speech,False,True,True,False
botched procurement,14.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
insurance demand,0.0,8.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
insurance data,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
uh the the ruling,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
cattle marketing,0.0,14.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
reliability assessment,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emergency support,19.0,1.0,4.0,0.0002,0.0,0.0001,0.0001,news_research_speech,False,True,True,False
emergency surgeries,14.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,True,False
uh the this uh institution,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
opportunity chairman,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
uh the things,0.0,0.0,9.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insurance firm,6.0,14.0,2.0,0.0001,0.0001,0.0,0.0001,news_research_speech,False,False,True,False
cattle ranch,21.0,1.0,1.0,0.0002,0.0,0.0,0.0001,news_research_speech,True,False,False,False
emergency talks,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
cattle marketing system,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,True,False,False,False
cattle owner,9.0,13.0,6.0,0.0001,0.0001,0.0001,0.0001,news_research_speech,True,False,False,False
insurance entities,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
tongs,3.0,16.0,4.0,0.0,0.0001,0.0001,0.0001,news_research_speech,False,False,False,True
emerging champions,14.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newly posted nurses,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
uh the one,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
bound method,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,False,True
top-four spot,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newly promoted officers,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
newly posted doctors,10.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
top-performing companies,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
top-performing distributors,12.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
top-performing schools,13.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emerging churches,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
top-performing student,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emerging cause,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,True,False
top-performing students,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
opiates,3.0,13.0,12.0,0.0,0.0001,0.0002,0.0001,news_research_speech,False,True,False,False
uh the person,0.0,0.0,7.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emerging career paths,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emerging career pathways,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
uh the party supporters,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
bouncy castles,27.0,0.0,3.0,0.0002,0.0,0.0,0.0001,news_speech,False,False,False,True
uh the party,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
enhanced ability,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,True,False
toothpick,12.0,8.0,10.0,0.0001,0.0001,0.0002,0.0001,news_research_speech,False,True,False,False
toour,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
bound,1.0,17.0,7.0,0.0,0.0002,0.0001,0.0001,news_research_speech,False,False,False,True
category five storm,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
ophthalmologists,29.0,2.0,0.0,0.0002,0.0,0.0,0.0001,news_research,False,True,False,False
uh the situation,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
operations officers,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
catchman communities,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,True,False,True,False
emerging culture,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
operations management innovations,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
uh the loan,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
boundaries registration,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,True,False,True,False
operations management activities,0.0,6.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
operations level,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
right look,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emerging cyber threats,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
uh the likes,0.0,0.0,5.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
emerging country,0.0,13.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
emerging climate technologies,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
catechism,2.0,22.0,4.0,0.0,0.0002,0.0001,0.0001,news_research_speech,False,False,True,False
relief campaign,11.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,True,True,False
import and export activities,8.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,True,False,True,False
operations strategy,0.0,13.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
top-ranking officials,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
uh the minister,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
operations performance,0.0,7.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
insulin resistance syndrome,0.0,10.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
uh the military,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh the members,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
insulin release,0.0,11.0,0.0,0.0,0.0001,0.0,0.0001,research,False,True,False,False
emerging capital market,0.0,9.0,0.0,0.0,0.0001,0.0,0.0001,research,False,False,True,False
tooth sensitivity,9.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
uh the question,0.0,0.0,6.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
catheter ablation,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,True,False,False
uh the reason,0.0,0.0,8.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
uh the running mate,0.0,0.0,4.0,0.0,0.0,0.0001,0.0001,speech,False,False,False,True
reliable bookmaker,6.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,False,True,False
emerging and developing economies,10.0,8.0,2.0,0.0001,0.0001,0.0,0.0001,news_research_speech,True,False,True,False
cath labs,7.0,0.0,0.0,0.0001,0.0,0.0,0.0001,news,False,True,False,False
cath lab,10.0,0.0,5.0,0.0001,0.0,0.0001,0.0001,news_speech,False,True,False,False
